0,4095,0,4095,0,4095,0,4095,0,4095,0,1722,3743,0,4095,0,4095,0,4095,0,4095,0,4095,0,4095,0,4095,1867,76,4095,0,4095,0,4095,0,4095,0,4095,0,4095,0,4095,0,1661,3665,0,4095,0,4095,0,4095,0,4095,0,4095,0,4095,0,3891,1975,16,4095,0,4095,0,4095,0,4095,0,4095,0,4095,0,4095,18,1643,3771,0,4095,0,4095,0,4095,0,4095,0,4095,0,4095,0,3871,2062,32,4095,0,4095,0,4095,0,4095,0,4095,0,4095,0,4095,6,1552,3839,0,4095,0,4095,0,4095,0,4095,0,4095,0,4095,0,3795,2018,16,4095,0,4095
0,4095,0,4095,0,4095,0,4095,0,4095,0,4095,0,4095,1867,76,4095,0,4095,0,4095,0,4095,0,4095,0,4095,0,4095,0,1661,3665,0,4095,0,4095,0,4095,0,4095,0,4095,0,4095,0,3891,1975,16,4095,0,4095,0,4095,0,4095,0,4095,0,4095,0,4095,18,1643,3771,0,4095,0,4095,0,4095,0,4095,0,4095,0,4095,0,3871,2062,32,4095,0,4095,0,4095,0,4095,0,4095,0,4095,0,4095,6,1552,3839,0,4095,0,4095,0,4095,0,4095,0,4095,0,4095,0,3795,2018,16,4095,0,4095,0,4095,0,4095,0,4095,0,4095,0,4095,179,1556,3995
