0Hz,1Hz,2Hz,3Hz,4Hz,5Hz,6Hz,7Hz,8Hz,9Hz,10Hz,11Hz,12Hz,13Hz,14Hz,15Hz,16Hz,17Hz,18Hz,19Hz,20Hz,21Hz,22Hz,23Hz,24Hz,25Hz,26Hz,27Hz,28Hz,29Hz,30Hz,31Hz,32Hz,33Hz,34Hz,35Hz,36Hz,37Hz,38Hz,39Hz,40Hz,41Hz,42Hz,43Hz,44Hz,45Hz,46Hz,47Hz,48Hz,49Hz,50Hz,51Hz,52Hz,53Hz,54Hz,55Hz,56Hz,57Hz,58Hz,59Hz,60Hz,61Hz,62Hz,63Hz,
0,3427,1154,2781,2150,3015,1483,4091,758,2567,1216,2071,2240,2787,1991,4467,1238,1636,1497,1014,1284,2277,2449,4505,1578,773,1731,744,1894,1960,2736,4210,1702,246,1809,2037,8523,2386,2797,3636,1585,539,1744,3301,20998,3292,2635,2889,1253,802,1646,4244,47568,4156,2311,2107,791,1032,1686,4723,164053,4681,1942,1448
0,3679,939,3211,2659,3312,1193,4182,1262,2951,1079,2608,2411,2971,1761,4386,1750,2110,1281,1573,1182,2432,2373,4261,2130,1286,1344,501,2424,2224,2862,3827,2272,621,1267,1475,9093,2750,3131,3154,2141,314,1209,2847,21511,3635,3136,2350,1774,372,1408,3955,47922,4396,2881,1546,1307,506,1877,4623,164179,4767,2425,886
0,3529,974,3028,2146,2778,1735,3628,1398,3307,437,2891,1850,2440,2417,3668,2468,2920,741,2286,1076,2533,2898,3696,3200,2371,1149,1314,3520,3241,3105,3712,3463,1744,1330,811,10076,4173,3012,3670,3216,1294,1268,1977,22307,4936,2646,3507,2507,1430,1079,3342,48443,5295,2089,3171,1486,2016,1076,4456,164361,5137,1484,2655
0,3529,974,3028,2146,2778,1735,3628,1398,3307,437,2891,1850,2440,2417,3668,2468,2920,741,2286,1076,2533,2898,3696,3200,2371,1149,1314,3520,3241,3105,3712,3463,1744,1330,811,10076,4173,3012,3670,3216,1294,1268,1977,22307,4936,2646,3507,2507,1430,1079,3342,48443,5295,2089,3171,1486,2016,1076,4456,164361,5137,1484,2655
0,3529,974,3028,2146,2778,1735,3628,1398,3307,437,2891,1850,2440,2417,3668,2468,2920,741,2286,1076,2533,2898,3696,3200,2371,1149,1314,3520,3241,3105,3712,3463,1744,1330,811,10076,4173,3012,3670,3216,1294,1268,1977,22307,4936,2646,3507,2507,1430,1079,3342,48443,5295,2089,3171,1486,2016,1076,4456,164361,5137,1484,2655
0,3529,974,3028,2146,2778,1735,3628,1398,3307,437,2891,1850,2440,2417,3668,2468,2920,741,2286,1076,2533,2898,3696,3200,2371,1149,1314,3520,3241,3105,3712,3463,1744,1330,811,10076,4173,3012,3670,3216,1294,1268,1977,22307,4936,2646,3507,2507,1430,1079,3342,48443,5295,2089,3171,1486,2016,1076,4456,164361,5137,1484,2655
0,3278,2068,1811,1128,1617,2907,3034,2452,3460,1673,1769,1635,1274,3688,2787,3670,3521,2006,1633,958,1227,4146,2567,4562,3423,2524,1744,2113,1833,4156,2368,4858,3158,2780,2291,8639,2718,3691,2162,4475,2758,2609,3057,21056,3548,2806,1937,3467,2299,1989,3770,47593,4137,1633,1742,2030,1899,1007,4248,164060,4382,424,1697
0,3373,3420,676,548,314,3923,3787,3154,2845,2657,973,787,1054,4060,3986,3357,2359,1836,955,415,2107,3802,3922,3517,2068,1341,852,3450,3154,3197,3608,3509,2012,1493,1232,9960,4027,2372,3118,3284,2061,1874,2086,22167,4593,1565,2579,2888,2070,2062,3062,48333,4771,1236,2159,2473,2011,1934,3932,164319,4536,1549,1985
0,3373,3420,676,548,314,3923,3787,3154,2845,2657,973,787,1054,4060,3986,3357,2359,1836,955,415,2107,3802,3922,3517,2068,1341,852,3450,3154,3197,3608,3509,2012,1493,1232,9960,4027,2372,3118,3284,2061,1874,2086,22167,4593,1565,2579,2888,2070,2062,3062,48333,4771,1236,2159,2473,2011,1934,3932,164319,4536,1549,1985
0,3373,3420,676,548,314,3923,3787,3154,2845,2657,973,787,1054,4060,3986,3357,2359,1836,955,415,2107,3802,3922,3517,2068,1341,852,3450,3154,3197,3608,3509,2012,1493,1232,9960,4027,2372,3118,3284,2061,1874,2086,22167,4593,1565,2579,2888,2070,2062,3062,48333,4771,1236,2159,2473,2011,1934,3932,164319,4536,1549,1985
0,3373,3420,676,548,314,3923,3787,3154,2845,2657,973,787,1054,4060,3986,3357,2359,1836,955,415,2107,3802,3922,3517,2068,1341,852,3450,3154,3197,3608,3509,2012,1493,1232,9960,4027,2372,3118,3284,2061,1874,2086,22167,4593,1565,2579,2888,2070,2062,3062,48333,4771,1236,2159,2473,2011,1934,3932,164319,4536,1549,1985
